  unseq  	  starname  	  HD 	 HIP 	 Mv 	 BV 	 Sptype 	 comments 	 ra 	 dec 	 pmra 	 pmdec 	 pmq 	 airmass 	 exptime 	 skyq 	 usn 	 usignal1sec  	  bsn 	 bsignal1sec 	  vsn 	 vsignal1sec 	  rsn 	 rsignal1sec 	 isn 	 isignal1sec 	 pmtotal 	 bvcor 	 bjd 	 program 	 obsmode 	 observer 	 date 	 filename 	 vrad 
375567	* iot And	HD 222173	HIP 116631	4.29	-0.11000000000000032	B8V	*	23:38:08.20	 43:16:05.09	27.64	-1.02	A	1.035	200.0	0.43024	   95.9	    46.01	  186.4	   173.63	  222.8	   248.22	  220.1	   242.27	  165.5	   136.97	4491947.0	   0.715943	2455841.509516	28	HRF_OBJ	Peter Papics	2011-10-07T00:07:27.772313	/STER/mercator/hermes/20111006/reduced/00375567_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-0.5
375568	* 102 Aqr	HD 222345	HIP 116758	4.977	0.24399999999999977	A7IV	PM*	23:39:47.10	-14:13:19.81	54.147	-50.151	A	1.374	600.0	0.29185	   69.8	     8.12	  156.3	    40.69	  231.6	    89.43	  248.0	   102.51	  205.6	    70.44	4309638.0	 -12.185932	2455841.518225	28	HRF_OBJ	Peter Papics	2011-10-07T00:18:47.553241	/STER/mercator/hermes/20111006/reduced/00375568_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-2.0
375569	* 105 Aqr	HD 222661	HIP 116971	4.484	-0.03599999999999959	B9V	PM*	23:42:43.30	-14:32:41.71	99.28	-66.32	A	1.390	400.0	0.30247	   97.4	    23.71	  196.1	    96.13	  241.6	   145.95	  240.6	   144.76	  183.2	    83.94	5212584.0	 -11.932709	2455841.525984	28	HRF_OBJ	Peter Papics	2011-10-07T00:29:57.082359	/STER/mercator/hermes/20111006/reduced/00375569_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	3.2
375571	BD+61  2533B	HD 223385B	 	7.902	0.39200000000000035	O9.8II	*	23:48:50.10	 62:12:51.01	-7.1	-6.0	B	1.209	800.0	3.96395	   62.1	     4.81	  142.8	    25.49	  256.3	    82.12	  303.1	   114.81	  288.2	   103.86	4604788.0	   6.112628	2455841.534176	28	HRF_OBJ	Peter Papics	2011-10-07T00:44:49.885749	/STER/mercator/hermes/20111006/reduced/00375571_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-44.0
375572	*  26 Cet	HD 6288	HIP 4979	6.065	0.2529999999999992	A8IV	PM*	01:03:49.00	 01:22:00.59	122.91	-40.363	A	1.130	1000.0	0.36945	   62.0	     3.84	  138.4	    19.16	  203.9	    41.56	  217.6	    47.33	  179.6	    32.26	3337479.0	   0.528350	2455841.551408	28	HRF_OBJ	Peter Papics	2011-10-07T01:05:46.821992	/STER/mercator/hermes/20111006/reduced/00375572_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	5.6
375573	HD  10262	HD 10262	HIP 7819	6.345	0.3850000000000007	F2	SB*	01:40:34.90	 08:45:38.81	67.968	0.033	A	1.075	1200.0	0.39703	   55.5	     2.57	  129.4	    13.96	  203.5	    34.51	  226.1	    42.60	  194.3	    31.46	3197083.0	   6.351877	2455841.566899	28	HRF_OBJ	Peter Papics	2011-10-07T01:28:16.452093	/STER/mercator/hermes/20111006/reduced/00375573_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	5.53
375574	HD  10308	HD 10308	HIP 7874	6.202	0.44200000000000017	F7V	SB*	01:41:18.40	 25:44:44.59	119.252	-40.571	A	1.002	1200.0	0.47067	   61.1	     3.11	  151.0	    19.00	  236.7	    46.67	  264.5	    58.32	  226.6	    42.78	4125539.0	   9.213145	2455841.583501	28	HRF_OBJ	Peter Papics	2011-10-07T01:52:40.562516	/STER/mercator/hermes/20111006/reduced/00375574_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	9.1
375575	V* V436 Per	HD 11241	HIP 8704	5.52	-0.17999999999999972	B1.5V	Al*	01:51:59.30	 55:08:50.60	12.93	-8.298	A	1.118	193.0	0.42425	   54.2	    15.20	  106.1	    58.31	  123.4	    78.84	  119.4	    73.86	   88.0	    40.12	1500683.0	  12.804335	2455841.596480	28	HRF_OBJ	Peter Papics	2011-10-07T02:13:46.370206	/STER/mercator/hermes/20111006/reduced/00375575_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.4
375576	V* V436 Per	HD 11241	HIP 8704	5.52	-0.17999999999999972	B1.5V	Al*	01:51:59.30	 55:08:50.60	12.93	-8.298	A	1.119	600.0	0.49389	  104.0	    18.03	  202.9	    68.59	  234.7	    91.78	  226.8	    85.70	  166.7	    46.33	5327680.0	  12.794731	2455841.601865	28	HRF_OBJ	Peter Papics	2011-10-07T02:21:31.570468	/STER/mercator/hermes/20111006/reduced/00375576_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.4
375577	HIP   9924	HD 13018	HIP 9924	6.62	0.21999999999999975	A3	*	02:07:46.00	 18:01:45.98	-17.342	1.498	A	1.020	1200.0	0.58780	   71.5	     4.26	  158.3	    20.88	  218.1	    39.66	  229.1	    43.72	  185.1	    28.54	3770729.0	  10.889004	2455841.620256	28	HRF_OBJ	Peter Papics	2011-10-07T02:45:32.929875	/STER/mercator/hermes/20111006/reduced/00375577_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	3.0
376032	V* V340 And	HD 221756	HIP 116354	5.563	0.08900000000000041	A1Va	dS*	23:34:37.50	 40:14:11.18	-18.165	-46.183	A	1.021	350.0	0.75027	   84.0	    20.17	  170.8	    83.32	  216.6	   134.01	  220.8	   139.33	  173.3	    85.83	3809365.0	  -1.556337	2455844.491897	28	HRF_OBJ	Peter Papics	2011-10-09T23:41:53.266826	/STER/mercator/hermes/20111009/reduced/00376032_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	13.1
376033	HIP 117541	HD 223524	HIP 117541	5.936	1.133	K1III	PM*	23:50:14.70	-09:58:26.90	137.024	78.258	A	1.282	400.0	0.74698	   19.4	     0.94	   84.4	    17.79	  194.6	    94.63	  249.4	   155.50	  236.4	   139.70	2429174.0	 -11.700950	2455844.500061	28	HRF_OBJ	Peter Papics	2011-10-09T23:52:30.860996	/STER/mercator/hermes/20111009/reduced/00376033_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-16.78
376034	V* V385 And	HD 220524	HIP 115530	6.41	1.6600000000000001	M0	LP*	23:24:08.90	 41:36:46.30	-12.193	-2.726	A	1.035	400.0	0.79602	   10.6	     0.28	   51.5	     6.64	  161.5	    65.17	  276.1	   190.56	  361.5	   326.64	1834332.0	  -2.061621	2455844.506965	28	HRF_OBJ	Peter Papics	2011-10-10T00:03:47.811312	/STER/mercator/hermes/20111009/reduced/00376034_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-14.75
376035	NSV 14554	HD 220704	HIP 115669	4.39	1.4700000000000006	K4.5III	PM*	23:26:02.80	-20:38:31.31	-50.72	-64.22	A	1.575	150.0	0.61962	   14.0	     1.30	   79.7	    42.38	  221.1	   326.02	  307.4	   630.00	  316.4	   667.31	3006049.0	 -15.812096	2455844.513472	28	HRF_OBJ	Peter Papics	2011-10-10T00:12:39.576299	/STER/mercator/hermes/20111009/reduced/00376035_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	15.7
376036	*   7 And	HD 219080	HIP 114570	4.52	0.29000000000000004	F1V	PM*	23:12:33.00	 49:24:22.28	90.23	95.56	A	1.100	300.0	0.41299	   73.0	    17.74	  160.2	    85.56	  240.5	   192.78	  261.7	   228.36	  218.7	   159.50	4778110.0	  -0.573992	2455844.520296	28	HRF_OBJ	Peter Papics	2011-10-10T00:23:45.093150	/STER/mercator/hermes/20111009/reduced/00376036_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	12.1
376037	V* V340 Peg	HD 217600	HIP 113687	7.64	1.2600000000000007	M6	LP*	23:01:32.70	 32:36:46.80	-13.275	0.809	A	1.062	800.0	1.01893	   14.8	     0.27	   57.3	     4.10	  146.6	    26.87	  271.7	    92.26	  419.9	   220.35	1819135.0	  -6.755954	2455844.529974	28	HRF_OBJ	Peter Papics	2011-10-10T00:36:38.417962	/STER/mercator/hermes/20111009/reduced/00376037_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.56
376038	HIP 113222	HD 216831	HIP 113222	5.725	-0.05999999999999961	B7III	*	22:55:44.50	 36:21:05.00	17.94	-0.45	A	1.102	235.0	0.50241	   56.4	    13.52	  110.3	    51.73	  134.8	    77.30	  134.8	    77.28	  102.7	    44.90	1707577.0	  -6.076087	2455844.538340	28	HRF_OBJ	Peter Papics	2011-10-10T00:48:59.193916	/STER/mercator/hermes/20111009/reduced/00376038_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	0.0
376039	HIP 113222	HD 216831	HIP 113222	5.725	-0.05999999999999961	B7III	*	22:55:44.50	 36:21:05.00	17.94	-0.45	A	1.111	800.0	0.43456	   95.9	    11.49	  188.1	    44.22	  231.3	    66.86	  231.9	    67.21	  177.4	    39.35	5012326.0	  -6.090845	2455844.545109	28	HRF_OBJ	Peter Papics	2011-10-10T00:58:44.076797	/STER/mercator/hermes/20111009/reduced/00376039_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	0.0
376040	HIP 113174	HD 216756	HIP 113174	5.901	0.39400000000000013	F4V	PM*	22:55:02.60	 37:04:36.59	88.555	6.501	A	1.150	600.0	0.76624	   69.8	     8.12	  158.0	    41.59	  245.3	   100.25	  271.6	   122.94	  231.0	    88.91	4531245.0	  -5.934678	2455844.556141	28	HRF_OBJ	Peter Papics	2011-10-10T01:14:40.514727	/STER/mercator/hermes/20111009/reduced/00376040_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-28.09
376041	*   9 Lac	HD 214454	HIP 111674	4.63	0.2400000000000002	A9VkA7mA6	PM*	22:37:22.40	 51:32:42.40	-51.83	-103.8	A	1.278	200.0	0.64787	   74.8	    27.98	  161.7	   130.66	  233.8	   273.28	  250.5	   313.86	  207.1	   214.43	4431286.0	  -2.160717	2455844.562580	28	HRF_OBJ	Peter Papics	2011-10-10T01:25:14.230966	/STER/mercator/hermes/20111009/reduced/00376041_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	10.1
376043	NSV   511	HD 8791	HIP 6773	7.21	1.54	K3II	V*	01:27:05.60	 25:26:23.10	-3.185	-16.91	A	1.011	900.0	0.92816	   11.3	     0.14	   59.1	     3.88	  180.9	    36.37	  253.4	    71.36	  266.7	    79.04	1996489.0	   6.143723	2455844.593874	28	HRF_OBJ	Peter Papics	2011-10-10T02:07:24.439204	/STER/mercator/hermes/20111009/reduced/00376043_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-19.54
376044	HD  13738	HD 13738	HIP 10514	6.94	1.4400000000000004	K3III	SB*	02:15:28.70	 52:30:39.89	-8.692	-21.903	A	1.094	900.0	0.59007	   11.3	     0.14	   61.2	     4.16	  163.3	    29.65	  221.5	    54.50	  223.6	    55.57	1651038.0	  13.363606	2455844.605574	28	HRF_OBJ	Peter Papics	2011-10-10T02:26:33.414987	/STER/mercator/hermes/20111009/reduced/00376044_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-56.0
376045	* ksi Ari	HD 14951	HIP 11249	5.478	-0.10999999999999943	B7IV	SB*	02:24:49.10	 10:36:38.02	21.7	-15.975	A	1.055	300.0	0.81667	   97.7	    31.84	  187.3	   116.91	  217.5	   157.75	  213.0	   151.28	  157.9	    83.08	4293084.0	  10.205414	2455844.617092	28	HRF_OBJ	Peter Papics	2011-10-10T02:40:54.375527	/STER/mercator/hermes/20111009/reduced/00376045_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-0.5
376046	*  73 Cet	HD 15318	HIP 11484	4.3	-0.04999999999999982	B9III	*	02:28:09.50	 08:27:36.22	23.707	-4.787	A	1.070	120.0	0.83081	  103.9	    89.90	  200.9	   336.49	  238.7	   474.92	  235.9	   463.81	  177.1	   261.31	5009567.0	  10.207373	2455844.621841	28	HRF_OBJ	Peter Papics	2011-10-10T02:47:46.466899	/STER/mercator/hermes/20111009/reduced/00376046_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	11.9
376047	NSV   896	HD 16739	HIP 12623	4.92	0.5899999999999999	F9V	SB*	02:42:14.90	 40:11:38.18	-18.409	-183.741	A	1.022	150.0	0.84127	   43.7	    12.73	  113.9	    86.55	  201.9	   271.68	  232.0	   358.76	  200.4	   267.80	2824671.0	  15.125779	2455844.625685	28	HRF_OBJ	Peter Papics	2011-10-10T02:54:43.272091	/STER/mercator/hermes/20111009/reduced/00376047_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-23.04
376048	NLTT  8982	HD 17361	HIP 13061	4.51	1.12	K0.5IIIb	PM*	02:47:54.50	 29:14:49.60	149.47	-127.05	A	1.001	120.0	0.93250	   24.7	     5.08	   95.3	    75.68	  229.6	   439.31	  290.5	   703.18	  272.5	   618.95	3161742.0	  15.008923	2455844.630449	28	HRF_OBJ	Peter Papics	2011-10-10T03:00:59.944509	/STER/mercator/hermes/20111009/reduced/00376048_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-15.53
376173	TYC 2401-31-2	HD 33203A	 	6.96	2.2800000000000002	K:	*	05:10:18.90	 37:18:07.81	-3.5	-8.9	B	1.017	464.0	1.66751	   48.5	     5.07	  105.3	    23.91	  195.4	    82.26	  259.1	   144.72	  274.5	   162.39	3133048.0	  25.333402	2455845.736928	28	HRF_OBJ	Peter Papics	2011-10-11T05:37:27.924176	/STER/mercator/hermes/20111010/reduced/00376173_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	 
376174	* iot Lep	HD 33802	HIP 24244	4.45	-0.10000000000000053	B7.5Vn	**	05:12:17.90	-11:52:09.19	24.39	-31.02	A	1.340	175.0	0.71920	  107.5	    66.09	  211.1	   254.55	  250.3	   358.07	  248.4	   352.45	  186.7	   199.09	5763329.0	  20.571647	2455845.743165	28	HRF_OBJ	Peter Papics	2011-10-11T05:46:35.295373	/STER/mercator/hermes/20111010/reduced/00376174_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	23.5
376175	NSV  1872	HD 33856	HIP 24331	4.44	1.1899999999999995	K1III	**	05:13:17.50	 02:51:40.61	0.83	3.91	A	1.132	125.0	0.91050	   22.9	     4.20	  102.2	    83.60	  239.1	   457.51	  295.7	   699.45	  279.1	   623.24	3253387.0	  23.973178	2455845.747094	28	HRF_OBJ	Peter Papics	2011-10-11T05:51:56.889064	/STER/mercator/hermes/20111010/reduced/00376175_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	40.5
376176	NSV  1874	HD 33946	HIP 24377	6.323	1.4399999999999995	K4III	**	05:13:47.30	 00:33:37.51	7.729	-18.988	A	1.160	600.0	0.91545	   18.9	     0.59	   77.7	    10.07	  220.7	    81.20	  314.7	   165.11	  334.6	   186.59	3038905.0	  23.564911	2455845.753168	28	HRF_OBJ	Peter Papics	2011-10-11T06:00:44.679204	/STER/mercator/hermes/20111010/reduced/00376176_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-11.4
384787	HIP  12452	HD 16580	HIP 12452	7.47	0.020000000000000462	A0II	*	02:40:18.50	 29:47:47.11	9.749	-11.54	A	1.037	900.0	1.02301	   71.3	     5.65	  136.8	    20.78	  168.5	    31.55	  169.2	    31.82	  134.7	    20.15	2296641.0	  -3.153986	2455880.571123	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T01:34:28.615491	/STER/mercator/hermes/20111114/reduced/00384787_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	13.0
384788	HIP  13448	HD 17918	HIP 13448	6.3	0.4400000000000004	F5III	PM*	02:53:11.70	 16:29:00.49	63.866	-63.261	A	1.073	540.0	1.01900	   62.7	     7.28	  140.2	    36.38	  223.3	    92.32	  247.3	   113.24	  217.3	    87.47	3603855.0	  -3.880845	2455880.582134	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T01:50:07.397485	/STER/mercator/hermes/20111114/reduced/00384788_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	17.11
384792	HIP  12083	HD 15784	HIP 12083	6.629	0.41800000000000015	F5II-III	*	02:35:43.90	 68:22:03.90	43.579	-19.197	A	1.474	770.0	1.00023	   63.1	     5.17	  139.8	    25.39	  227.0	    66.93	  248.7	    80.34	  218.0	    61.73	3713865.0	   3.560533	2455880.639781	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T03:16:03.948588	/STER/mercator/hermes/20111114/reduced/00384792_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	2.75
384795	HIP  23362	HD 32309	HIP 23362	4.885	-0.04699999999999971	B9V	*	05:01:25.60	-20:03:06.91	36.377	-15.6	A	1.689	114.0	0.71837	   69.6	    42.49	  133.6	   156.62	  165.3	   239.59	  165.1	   239.21	  130.2	   148.77	2529819.0	   6.772477	2455880.678680	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T04:11:34.713210	/STER/mercator/hermes/20111114/reduced/00384795_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	24.2
384796	HIP  23362	HD 32309	HIP 23362	4.885	-0.04699999999999971	B9V	*	05:01:25.60	-20:03:06.91	36.377	-15.6	A	1.711	114.0	0.70122	   68.5	    41.21	  131.9	   152.67	  163.3	   233.87	  163.3	   233.91	  128.8	   145.56	2453141.0	   6.762838	2455880.682433	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T04:16:58.933452	/STER/mercator/hermes/20111114/reduced/00384796_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	24.2
384797	HD  34101	HD 34101	HIP 24419	7.45	0.7299999999999995	G7V	SB*	05:14:20.10	-15:49:35.90	200.7	-220.95	A	1.545	750.0	0.81334	   26.2	     0.91	   75.8	     7.65	  138.4	    25.55	  161.9	    34.94	  150.7	    30.29	1344583.0	   8.963610	2455880.689858	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T04:27:31.485125	/STER/mercator/hermes/20111114/reduced/00384797_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	32.6
384798	HD  34101	HD 34101	HIP 24419	7.45	0.7299999999999995	G7V	SB*	05:14:20.10	-15:49:35.90	200.7	-220.95	A	1.595	750.0	0.72452	   24.6	     0.81	   71.1	     6.73	  130.7	    22.76	  153.2	    31.31	  143.1	    27.31	1219535.0	   8.939541	2455880.699120	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T04:40:51.694645	/STER/mercator/hermes/20111114/reduced/00384798_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	32.6
384799	HIP  18081	HD 24131	HIP 18081	5.772	-0.041999999999999815	B1V	*	03:51:53.70	 34:21:32.80	3.368	-4.431	A	1.367	248.0	0.64517	   61.8	    15.41	  119.4	    57.51	  153.5	    95.06	  154.9	    96.69	  124.1	    62.08	2156472.0	   4.899293	2455880.708731	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T04:52:44.919451	/STER/mercator/hermes/20111114/reduced/00384799_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	20.6
384800	HIP  18081	HD 24131	HIP 18081	5.772	-0.041999999999999815	B1V	*	03:51:53.70	 34:21:32.80	3.368	-4.431	A	1.391	248.0	0.84363	   70.7	    20.13	  137.1	    75.80	  175.6	   124.30	  176.5	   125.65	  140.5	    79.60	2724628.0	   4.893037	2455880.712182	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T04:57:43.162298	/STER/mercator/hermes/20111114/reduced/00384800_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	20.6
384801	LTT  3283	HD 76151	HIP 43726	6.0	0.6699999999999999	G2V	PM*	08:54:17.90	-05:26:04.09	-413.548	30.112	A	1.307	500.0	0.82691	   44.9	     4.04	  125.1	    31.29	  222.2	    98.76	  256.3	   131.39	  234.6	   110.07	3384627.0	  27.929835	2455880.714769	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T05:08:38.503085	/STER/mercator/hermes/20111114/reduced/00384801_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	32.076
384802	*  33 LMi	HD 91130	HIP 51556	5.905	0.09600000000000009	A0Va-	*	10:31:51.40	 32:22:46.42	17.272	7.411	A	1.249	180.0	0.79400	   52.9	    15.55	  105.2	    61.47	  136.5	   103.50	  140.2	   109.12	  115.4	    73.94	1562144.0	  28.166726	2455880.720944	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T05:18:47.883251	/STER/mercator/hermes/20111114/reduced/00384802_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-14.5
384803	*  33 LMi	HD 91130	HIP 51556	5.905	0.09600000000000009	A0Va-	*	10:31:51.40	 32:22:46.42	17.272	7.411	A	1.236	180.0	0.68407	   48.9	    13.27	   97.5	    52.81	  126.7	    89.17	  130.3	    94.37	  107.6	    64.37	1399320.0	  28.162529	2455880.723609	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T05:22:38.143064	/STER/mercator/hermes/20111114/reduced/00384803_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-14.5
384805	HIP  43923	HD 76291	HIP 43923	5.711	1.1319999999999997	K1IV	PM*	08:56:50.00	 45:37:53.90	-125.393	-44.828	A	1.067	150.0	0.95903	   17.7	     2.08	   66.9	    29.82	  149.7	   149.47	  185.4	   229.27	  181.6	   219.86	1328343.0	  25.254292	2455880.735669	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T05:36:57.639244	/STER/mercator/hermes/20111114/reduced/00384805_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	57.23
384806	HIP  43923	HD 76291	HIP 43923	5.711	1.1319999999999997	K1IV	PM*	08:56:50.00	 45:37:53.90	-125.393	-44.828	A	1.064	150.0	0.94857	   17.2	     1.98	   66.9	    29.80	  148.9	   147.84	  184.7	   227.41	  180.9	   218.28	1314001.0	  25.249890	2455880.737987	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T05:40:17.882321	/STER/mercator/hermes/20111114/reduced/00384806_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	57.23
384809	HIP  46938	HD 82670	HIP 46938	6.25	1.46	K7III	PM*	09:33:59.10	 23:27:14.11	-44.969	-81.7	A	1.024	161.0	0.99527	    8.9	     0.49	   44.4	    12.27	  123.3	    94.42	  176.2	   192.76	  188.0	   219.45	943938.0	  29.728722	2455880.765438	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T06:21:37.571346	/STER/mercator/hermes/20111114/reduced/00384809_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-6.12
384810	HIP  46938	HD 82670	HIP 46938	6.25	1.46	K7III	PM*	09:33:59.10	 23:27:14.11	-44.969	-81.7	A	1.022	161.0	0.98505	    8.7	     0.47	   44.3	    12.19	  122.7	    93.45	  175.0	   190.15	  186.7	   216.54	953494.0	  29.722984	2455880.767883	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T06:25:08.809994	/STER/mercator/hermes/20111114/reduced/00384810_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-6.12
384811	HD  92588	HD 92588	HIP 52316	6.25	0.8949999999999996	G9IV	PM*	10:41:24.20	-01:44:29.40	-138.655	-119.7	A	1.308	160.0	0.80480	   17.0	     1.82	   55.6	    19.31	  110.5	    76.35	  132.7	   110.04	  126.5	    99.94	798499.0	  28.184461	2455880.769455	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T06:30:47.364951	/STER/mercator/hermes/20111114/reduced/00384811_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	42.76
384812	HD  92588	HD 92588	HIP 52316	6.25	0.8949999999999996	G9IV	PM*	10:41:24.20	-01:44:29.40	-138.655	-119.7	A	1.297	160.0	1.03132	   19.8	     2.45	   63.3	    25.03	  125.1	    97.84	  149.2	   139.10	  141.4	   124.88	985264.0	  28.179287	2455880.771889	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T06:34:17.597180	/STER/mercator/hermes/20111114/reduced/00384812_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	42.76
384813	HIP  47029	HD 82741	HIP 47029	4.8	0.9880000000000004	G9.5IIIbFe-1	*	09:35:03.80	 39:37:17.40	-30.124	20.155	A	1.025	42.5	1.03050	   17.0	     6.84	   54.7	    70.28	  125.7	   371.68	  153.8	   556.66	  147.9	   514.95	993960.0	  27.122466	2455880.778753	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T06:40:08.297457	/STER/mercator/hermes/20111114/reduced/00384813_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.57
384814	HIP  47029	HD 82741	HIP 47029	4.8	0.9880000000000004	G9.5IIIbFe-1	*	09:35:03.80	 39:37:17.40	-30.124	20.155	A	1.024	42.5	1.03136	   17.2	     6.94	   55.3	    71.99	  125.7	   371.99	  154.0	   557.76	  148.0	   515.59	978228.0	  27.120273	2455880.779826	28	HRF_OBJ	Kenneth De Smedt	2011-11-15T06:41:41.041272	/STER/mercator/hermes/20111114/reduced/00384814_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.57
384874	V* BD Cam	HD 22649	HIP 17296	5.11	1.63	S3.5/2	Sy*	03:42:09.30	 63:13:00.52	-19.127	20.392	A	1.215	112.0	0.65922	   11.6	     1.19	   50.0	    22.28	  141.5	   178.71	  271.3	   656.99	  377.8	  1274.41	1784409.0	   6.163935	2455881.549776	28	HRF_OBJ	Kenneth De Smedt	2011-11-16T01:05:51.168561	/STER/mercator/hermes/20111115/reduced/00384874_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-22.28
384875	V* BD Cam	HD 22649	HIP 17296	5.11	1.63	S3.5/2	Sy*	03:42:09.30	 63:13:00.52	-19.127	20.392	A	1.214	112.0	0.70798	   11.8	     1.25	   51.5	    23.70	  146.6	   191.93	  280.9	   704.26	  390.0	  1357.81	1904682.0	   6.161068	2455881.551654	28	HRF_OBJ	Kenneth De Smedt	2011-11-16T01:08:33.419582	/STER/mercator/hermes/20111115/reduced/00384875_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-22.28
384881	*  24 Eri	HD 23363	HIP 17457	5.25	-0.09999999999999964	B7IV	*	03:44:30.50	-01:09:47.09	4.306	-6.077	A	1.184	240.0	0.84755	   99.6	    41.29	  184.3	   141.53	  220.2	   201.97	  217.0	   196.24	  168.6	   118.49	4484106.0	  -0.285995	2455881.596375	28	HRF_OBJ	Kenneth De Smedt	2011-11-16T02:11:05.646161	/STER/mercator/hermes/20111115/reduced/00384881_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	27.0
384895	*  32 Aur	HD 39003	HIP 27673	3.95	1.1399999999999997	K0.5IIICN0.5	*	05:51:29.40	 39:08:54.49	6.201	6.463	A	1.346	40.0	0.11639	    6.8	     1.14	   26.2	    17.23	   60.6	    91.84	   74.8	   139.98	   71.5	   127.65	241941.0	  16.039914	2455881.784466	28	HRF_OBJ	Kenneth De Smedt	2011-11-16T06:43:08.843516	/STER/mercator/hermes/20111115/reduced/00384895_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	9.92
